file_name,url,inference_transcript,audio_duration,original_id,strata,age_group,duration_category,content_type,path,inference_checkpoint-10000,inference_checkpoint-19000,inference_checkpoint-5000,uni,base_cer,cer_5000,cer_10000,cer_19000,char_len,char_len_bin
STT_GR_0030_0044_184923_to_186299,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0030_0044_184923_to_186299.wav,ད་དམིག་པ་སྒོམ་ལོ་ཡ་ཚིག་ད།  ,1.376,STT_GR_0030,70-80__medium__Prayer,70-80,medium,Prayer,./downloads/STT_GR_0030_0044_184923_to_186299.wav,འདི་དམིགས་པ་བསྒོམ་ནས་ཚིག་དེ་,འདི་དམིགས་པ་སྒོམ་ནས་ཚིག་དེ་,འདི་མིག་པ་བསྒོམ་ནས་ཚིག་དེ།,འདི་དམིགས་པ་སྒོམ་ལེའི་ཚིག་དེ་  ,0.27586206896551724,0.27586206896551724,0.1724137931034483,0.13793103448275862,31,"(30.0, 40.0]"
STT_GR_0030_0065_229300_to_248800,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0030_0065_229300_to_248800.wav,དེ་ནས་མི་ལ་རིག་པ་དེ་ན་བཞུག་གཡུག་རེད་ཙམ་ནས། དེ་ནས་སེམས་ཀི་དངོས་པོ་ལ་སེམ་དངོས་པོར་འཛིན་པ་གི་དེ་ནས་འབྲེལ་བ་ཁྱེར་ནས། རང་གི་མི་དཔ་དེ་འདྲས་སྐྱེ་ཐུབ་ཀི་ཡོད་རེད། དེ་རིང་དངོས་ཡ་ཁྱེར་ན་ དེ་ནས་རང་ག་བ་བསྡད་ན་འཇིག་རྟེན་སུམ་གོ་གི་གསུང་ན། ཨོ་ཆུ་ལབ་ས་ལ་མི་དཔག་ཡོང་ན། རང་ག་བ་བསྡད་ན་གནས་དེ་ལབ་ཆད་ཡིན་ཟེ། ཆོ་དེ་ལབ་ས་གི་ཆོས་ཡིན། རྩ་དེ་ལབ་ས་གི་རྩ་ཡིན་ཟེ།  ,19.5,STT_GR_0030,70-80__medium__Prayer,70-80,medium,Prayer,./downloads/STT_GR_0030_0065_229300_to_248800.wav,དེ་ནས་མི་ལ་རས་པ་དེ་ལ་བཞུགས་རྒྱོད་རེད་བསམ་ནས་སེམས་ཀྱི་དངོས་པོ་དང། སེམས་དངོས་པོར་འཛིན་པས་་འབྲེལ་བ་བྱས་ནས་རང་གིས་མོས་པ་དེ་འདྲ་སྐྱེ་ཐུབ་ཀྱི་ཡོད་རེད། དེ་དངོས་གནས་བྱས་ན་རང་ག་བར་བསྡད་ནའང་འཇིག་རྟེན་གསུམ་མགོན་གྱིས་གསུང་ལ་འོ་ཁྱོད་ལ་ཕྱི་ལ་མོས་པ་ཡོད་ན། རང་ག་བབསྡད་ན་གནས་དེ་ལ་ཕྱི་ཡན། ཆུ་དེ་ལ་ཕྱི་ཡི་ཆུ་ཡིན། རྩྭ་དེ་ལ་ཕྱི་ཡི་རྩ་ཡིནཟེར,དེ་ནས་མི་ལ་རས་པ་དེ་ལ་བཞུགས་ཡོད་རེད་བསམ་ནས་སེམས་ཀྱི་དངོས་པོ་ལ། སེམས་དངོས་པོར་འཛིན་པ་ལ་འབྲེལ་བ་བྱས་ནས་རང་གིས་མོས་པ་དེ་འདྲ་སྐྱེ་ཐུབ་ཀྱི་ཡོད་རེད། དེ་དངོས་གནས་བྱས་ན་རང་ག་བར་བསྡད་ནའང་འཇིག་རྟེན་གསུམ་མགོན་གྱིས་གསུང་ན་འོ་ཁྱོད་ལ་ཕྱི་ལ་མོས་པ་ཡོད་ན། རང་ག་བསྡད་ན་གནས་དེ་ལ་ཕྱི་ཡིན། ཆུ་དེ་ལ་ཕྱི་ཡི་ཆུ་ཡིན། རྩྭ་དེ་ལ་ཕྱི་ཡི་རྩ་ཡིན་ཟེར,དེ་ནས་མི་ལ་རས་པ་དེ་ལ་བཞུ་ཡོད་རེད་བསམས་ནས། དེ་ནས་སེམས་ཀྱི་དངོས་པོ་དང། སེམས་དངོས་པོར་འཛིན་པས་དེ་ནས་འབྲེལ་བ་བྱས་ནས། རང་གི་མི་པ་དེ་འདྲ་སྐྱེ་ཐུབ་ཀྱི་ཡོད་རེད། དེ་ནས་ངིས་ལས་བྱས་ན་དེ་ནས་རང་ག་བ་དེ་ལང་འཇིག་རྟེན་གསུམ་མགོན་གྱིན་གསུང་ནས། ཨོ། ྱོད་ལབ་ཕྱི་ལ་མེད་པ་ཡིན་ནུ་རང་གང་བ་དེ་ལ་གནས་དེ་ལབ་ཕྱི་ཡིན་ཟེར། ཆུ་དེ་ལབ་ཕྱིའི་ཆུ་ཡིན། རྩ་བ་དེ་ལབ་ཕྱིའི་རྩ་བ་ཡིན་ཟེར།,དེ་ནས་མི་ལ་རས་པ་དེ་ན་བཞུགས་ཡོད་རེད་བསམས་ནས། དེ་ནས་སེམས་ཀིས་དངོས་པོ་ལ། ཕྱི་དངོས་པོར་འཛིན་པ་གི་དེ་ནས་འབྲེལ་བ་བྱེད་ནས། རང་གིས་མོས་པ་དེ་འདྲའི་སྐྱེ་ཐུབ་ཀི་ཡོད་རེད། དེ་ནས་དངོས་ཡོད་བྱེད་ན། དེ་ནས་རང་ག་བ་བསྡད་ན་འཇིག་རྟེན་གསུམ་མགོན་གི་གསུང་ལས། ཨོ། ཁྱོད་ལ་ཕྱི་ལ་མོས་པ་ཡོད་ན། རང་ག་བ་བསྡད་ན་གནས་དེ་ལ་ཕྱི་ཡིན་ཟེར། ཆུ་དེ་ལ་ཕྱི་གི་ཆུ་ཡིན། རྩྭ་དེ་ལ་ཕྱི་གི་རྩ་ཡིན་ཟེར།  ,0.19714285714285715,0.18571428571428572,0.20285714285714285,0.18857142857142858,352,"(350.0, 360.0]"
STT_GR_0030_0003_35388_to_37052,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0030_0003_35388_to_37052.wav,བླ་མ་གི་བཟང་ཕྱོགས་ཀི་སེམས།  ,1.664,STT_GR_0030,70-80__medium__Prayer,70-80,medium,Prayer,./downloads/STT_GR_0030_0003_35388_to_37052.wav,བླ་མའན་བྱང་ཆུབ་ཀྱི་སེམས།,བླ་མའི་བྱང་ཆུབ་ཀྱི་སེམས།,བླ་མའིས་བྱང་ཆུབ་ཀྱི་སེམས།,བླ་མ་གི་བྱང་ཆུབ་ཀི་སེམས།  ,0.25,0.16666666666666666,0.16666666666666666,0.125,26,"(20.0, 30.0]"
STT_GR_0030_0021_66172_to_68283,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0030_0021_66172_to_68283.wav,གདོང་བསྒོམ་པ་འཁོར་ས་དམིགས་པ་མེད་པ་ཟམ།  ,2.111,STT_GR_0030,70-80__medium__Prayer,70-80,medium,Prayer,./downloads/STT_GR_0030_0021_66172_to_68283.wav,དོན་སྒོམ་པ་འཁོར་གསུམ་དམིགས་པ་མེད་པ་སུང།,དོན་གོམ་པ། འཁོར་གསུམ་དམིགས་པ་མེད་པ་སུང།,དོན་སྒོམ་པ་འཁོར་གསུམ་དམིགས་པ་མེད་པ་བསངས།,དོན་བསྒོམ་པ། འཁོར་གསུམ་དམིགས་པ་མེད་པ་གསུམ།  ,0.23809523809523808,0.14285714285714285,0.11904761904761904,0.11904761904761904,44,"(40.0, 50.0]"
STT_GR_0030_0056_206428_to_206940,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0030_0056_206428_to_206940.wav,དེ་ནས་ ,0.512,STT_GR_0030,70-80__medium__Prayer,70-80,medium,Prayer,./downloads/STT_GR_0030_0056_206428_to_206940.wav,དེ་ནས།,དེ་ནས།,དེ་ནས།,དེ་ནས་ ,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,7,"(0.0, 10.0]"
STT_GR_0030_0023_77000_to_81000,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0030_0023_77000_to_81000.wav,དེ་ནས་མདུག་སྔ་ཐེག་པའི་ཞིང་ྟག་རྣམ་སོ་ཞིག་ གྲ་ཅིན་བླ་མ་ཉམས་པའི་ཐོག་རྣམས་རྒྱད།  ,4.0,STT_GR_0030,70-80__medium__Prayer,70-80,medium,Prayer,./downloads/STT_GR_0030_0023_77000_to_81000.wav,དེ་ནས། མདོ་སྔགས་ཐེག་པའི་ཞིང་དག་རྣམས་གསུམ་ཞིག། དྲིན་ཅན་བླ་མ་མཉེས་པའི་ཚོགས་རྣམས་ཀྱིས།,དེ་ནས། མདོ་སྔགས་ཐེག་པའི་ཞིང་དག་རྣམས་གསུམ་ཞིག། དྲིན་ཅན་བླ་མ་མཉེས་པའི་ཚོགས་རྣམས་ཀྱིས།,དེ་ནས་མདོ་ྔགས་བསྟན་པོའི་ཞིང་རྟ་རྣམ་གསུམ་ཞེས། བཀྲ་བྱན་བླ་མ་བརྒྱུད་པོི་ཐོང་ནསམ་ཀྱི།,དེ་ནས་མདོ་སྔགས་ཐེག་པའི་གཞུང་རྟ་རྣམ་གསུམ་ཞེས། དྲིན་ཅན་བླ་བརྒྱུད་པའི་ཚོགས་རྣམས་ཀྱིས།,0.36585365853658536,0.2926829268292683,0.18292682926829268,0.18292682926829268,82,"(80.0, 90.0]"
STT_GR_0030_0093_331263_to_334368,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0030_0093_331263_to_334368.wav,དེ་ནས་མངོན་སུལ་བྷ་ལ་རེད་པ་ལ་ མི་གོས་ཕྱི་ལ་དེ་ནས་ནོར་བ་གང་ཡང་ཡོད་མ་རེད།  ,3.105,STT_GR_0030,70-80__medium__Prayer,70-80,medium,Prayer,./downloads/STT_GR_0030_0093_331263_to_334368.wav,དེ་ང་ཚོས་མི་ལ་རས་པ་ལ་མོས་གུས་སྐྱེ་ན་དེ་ནས་ནོར་བ་གང་ཡང་ཡོད་མ་རེད,དེ་ང་ཚོས་མི་ལ་རས་པ་ལ་མོས་གུས་སྐྱེ་ན་དེ་ནས་ནོར་བ་གང་ཡང་ཡོད་མ་རེད,དེ་ནས་ང་སུས་མི་ལ་རས་པ་ནི་མོས་གུ་བྱེས་ནས་དེ་ནས་ནོར་བ་གང་ཡང་ཡོད་མ་རེད།,དེ་ནས་མངོན་གསུམ་མི་ལ་རས་པ་ལ་མོས་གུས་བྱེད་ལེའི་དེ་ནས་ནོར་བ་གང་ཡང་ཡོད་མ་རེད།,0.21621621621621623,0.17567567567567569,0.22972972972972974,0.22972972972972974,74,"(70.0, 80.0]"
STT_GR_0030_0086_315520_to_318464,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0030_0086_315520_to_318464.wav,དི་ཀ་བ་སྐྱེད་རྒྱོ་དེ།་ང་ཚོ་སེམས་རྐྱེན་ཐམས་ཅད་དེ་གའ་བ་སྐྱེད་པ་ཡིན་ཟེ།  ,2.944,STT_GR_0030,70-80__medium__Prayer,70-80,medium,Prayer,./downloads/STT_GR_0030_0086_315520_to_318464.wav,དེ་དཀའ་བ་སྤྱད་པ་དེ་སེམས་ཅན་ཐམས་ཅད་ཀྱི་དོན་ལ་དཀའ་བ་སྤྱད་པ་ཡིན་ཟེར,དེ་དཀའ་བ་སྤྱད་པ་དེ་སེམས་ཅན་ཐམས་ཅད་ཀྱི་དོན་ལ་དཀའ་བ་སྤྱད་པ་ཡིན་ཟེར,དེ་དཀའ་བ་སྐྱེས་རྒྱུ་དུས་ང་ཚོ་སེམས་ཅན་ཐམས་ཅད་དུན་དཀའ་བ་སྤབྱས་པ་ཡིན་ཟེར།,དེ་དཀའ་བ་བསྐྱེད་རྒྱུ་དེ། ངེད་ཚོ་སེམས་ཅན་ཐམས་ཅད་དེ་རང་དཀའ་བ་བསྐྱེད་པ་ཡིན་ཟེར།  ,0.25,0.21052631578947367,0.35526315789473684,0.35526315789473684,78,"(70.0, 80.0]"
STT_GR_0030_0031_150423_to_152344,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0030_0031_150423_to_152344.wav,ལཔ་ཚོང་ཉམས་མྱོང་ཤོགརང་གི་ ,1.921,STT_GR_0030,70-80__medium__Prayer,70-80,medium,Prayer,./downloads/STT_GR_0030_0031_150423_to_152344.wav,ཁོང་ཚོ་ཉམས་མྱོང་ཡོད། ོ་རང་གི་,ང་ཚོ་ཉམས་མྱོང་ཡོ་ རང་གི་,སྔོ་ཙོམ་ཉམས་ལེན་ལོད།། རང་གི་,སྐུ་གསུམ་ཉམས་ལེན་དངོས་གཞི་འོ། །རང་གིས་,0.6052631578947368,0.4473684210526316,0.6052631578947368,0.5789473684210527,38,"(30.0, 40.0]"
STT_GR_0030_0008_46012_to_46812,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0030_0008_46012_to_46812.wav,སྐད་ཅིག་གི་དེ་རིང།  ,0.8,STT_GR_0030,70-80__medium__Prayer,70-80,medium,Prayer,./downloads/STT_GR_0030_0008_46012_to_46812.wav,སྐད་གཅིག་གིས་དེ་ནས་,སྐད་གཅིག་གིས་དེ་ནས།,སྐད་ཅིག་གི་དེ་ནས།,སྐད་ཅིག་གིས་དེ་རེས་  ,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.21052631578947367,21,"(20.0, 30.0]"
