file_name,url,inference_transcript,audio_duration,original_id,strata,age_group,duration_category,content_type,path,inference_checkpoint-10000,inference_checkpoint-19000,inference_checkpoint-5000,uni,base_cer,cer_5000,cer_10000,cer_19000,char_len,char_len_bin
STT_GR_0011_0130_897199_to_899792,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0130_897199_to_899792.wav,ཚང་མ་རྒྱལ་གྱི་བར་དུ་སྐྱོན་དི་ལྟ་བུ་ཡོད་རེད།  ,2.593,STT_GR_0011,70-80__long__Q&A,70-80,long,Q&A,./downloads/STT_GR_0011_0130_897199_to_899792.wav,སང་མ་རྒྱས་ཀྱི་བར་དུ་སྐྱོན་འདི་ལྟ་བུ་ཡོད་རེད།,སང་མ་རྒྱས་ཀྱི་བར་དུ་སྐྱོན་འདི་ལྟ་བུ་ཡོད་རེད།,ཚསང་མ་རྒྱད་ཀྱི་བར་དུ་སྐྱོན་དི་ལྟ་བུ་ཡོད་རེད།,སངས་མ་རྒྱས་ཀྱི་བར་དུ་སྐྱོན་འདི་ལྟ་བུ་ཡོད་རེད།  ,0.1111111111111111,0.08888888888888889,0.022222222222222223,0.022222222222222223,47,"(40.0, 50.0]"
STT_GR_0011_0136_913040_to_914319,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0136_913040_to_914319.wav,མེ་ྡོག་དེ། ད་རང་གི་ལོོ།  ,1.279,STT_GR_0011,70-80__long__Q&A,70-80,long,Q&A,./downloads/STT_GR_0011_0136_913040_to_914319.wav,མི་འདུག་ཟེར་ད་རང་གིས་སློབ་ནས་,མི་འདུག་ཟེར་ད་རང་གིས་སློབ་ནོས་,མི་འདུག་ཟེར་ད་རང་གི་སློག་ོ་ཟ།,མི་འདུག་སྟེ་ད་རང་གི་བློ་ཁོག,0.48148148148148145,0.3333333333333333,0.3333333333333333,0.3333333333333333,27,"(20.0, 30.0]"
STT_GR_0011_0098_634988_to_636812,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0098_634988_to_636812.wav,སྤྱིར་བཏང་ན་ཚ་ཐམས་ཅད་ལས་ཡིན་ན་ཡང་།  ,1.824,STT_GR_0011,70-80__long__Q&A,70-80,long,Q&A,./downloads/STT_GR_0011_0098_634988_to_636812.wav,སྤྱི་བཏང་ན་ཚ་ཐམས་ཅད་ལས་ཡིན་ན་ཡང་།,སྤྱིར་བཏང་ན་ཚ་ཐམས་ཅད་ལས་ཡིན་ན་ཡང་།,ཇིར་རྟ་ྣ་ཚ་ཐམས་ཅད་ལས་ཡིན་ན་ཡང་།,སྤྱིར་བཏང་ན་ཚ་ཐམས་ཅད་ལས་ཡིན་ན་ཡང་།  ,0.0,0.20588235294117646,0.029411764705882353,0.0,36,"(30.0, 40.0]"
STT_GR_0011_0018_111919_to_112976,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0018_111919_to_112976.wav,ཨ། ཉོན་མོངས་འདུག ,1.057,STT_GR_0011,70-80__long__Q&A,70-80,long,Q&A,./downloads/STT_GR_0011_0018_111919_to_112976.wav,ཨ། ཉོན་མོངས་དུག,ཨ་། ཉོན་མོངས་དུགས་,ཨ། ཉོན་མོངས་བདོ་,ཨ། ཉོན་མོངས་དུག་,0.125,0.1875,0.0625,0.125,16,"(10.0, 20.0]"
STT_GR_0011_0037_188116_to_189076,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0037_188116_to_189076.wav,དེ་རིང་ང་མི་ལམ་ཁྲིད་དང་།  ,0.96,STT_GR_0011,70-80__long__Q&A,70-80,long,Q&A,./downloads/STT_GR_0011_0037_188116_to_189076.wav,འདེ་ཉམ་མན་ལ་འཁྲེས་དང།,འདེ་ནས་ང་མན་ནམ་ཐེ་ད་ར,དེ་ནས་ཉམས་མེན་རྣམ་ཁྱེད་ྱང་།,དེ་ནས་ང་རྨི་ལམ་དེ་བཏང་སོང་།  ,0.48148148148148145,0.5925925925925926,0.6666666666666666,0.5185185185185185,29,"(20.0, 30.0]"
STT_GR_0011_0056_279700_to_309000,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0056_279700_to_309000.wav,དེ་རིང་ད་ལྟ་ཤེས་རབ་ལ་བརྟེན་ནས་རྣབ་རྟོག་དང་ཉོན་མོངས་པ་སྐྱེ་བ་དེ། ཨོ་རབ་དབྱིས་མེད་པ་ཤི་ལས། རང་གི་གྲི་ཞིབ་ཚོགས་མ་ཤོར་ན། དེ་ནས་ད་རིང་རྣབ་རྟོག་དང་ཉོན་མོངས་པ་སྐྱེ་བ་དེ། གང་ཡང་ཡོད་མ་རེད། དང་པོ་གམས་ནས་སྐྱེ། བར་དུ་གང་འགག་སྐྱེས་སྒང་གནས་ཚུལ་དང་བྲེལ་བ། སྟོང་པ་ཉིད་ཆགས་འགྲོ་གི་ཡོད་རེད། ཨ། གདོང་དམ་དུ་སྟོང་པ་གཉིད་སུང། དང་པོ་ནང་རྣམ་རྟོག་དེེ་སྟོང་ལ་དེ་ནས། སེམས་གོན་པོ་སྟོང་ཉིད་ལས་ཕབ་རེད། དེ་ནས་མང་པོ་ཡོད་རེད། དང་པོ་ནང་རྣ་རྟོག་དང་སྟོང་པ་གཉིད་ཡིན་པ་ཧ་གོ་གོ་རེད་ཟེ།  ,29.3,STT_GR_0011,70-80__long__Q&A,70-80,long,Q&A,./downloads/STT_GR_0011_0056_279700_to_309000.wav,དེ་ནས་ད་ལྟ་ཤེས་རབ་ལ་བརྟེན་ནས་རྣམ་རྟོག་དང་ཉོན་མོངས་པ་སྐྱེ་བ་དེ། ཨོ། རང་བཞིན་མེད་པ་ཤེས་ནས། རང་གི་དྲན་ཤེས་ཚུག་མ་ཤུག་ན། དེ་ནས་ད་རེང་རྣམ་རྟོག་དང་ཉོན་མོངས་པ་སྐྱེ་བ་དེ་གང་ཡང་ཡོད་མ་རེད། དང་པོ་གང་ལས་སྐྱེ། བར་དུ་གང་ག། སྐྱེ་ང་གནས་གསུམ་དང་བྲེལ་བ། སྟོང་པ་ཉིད་ཆགས་འགྲོ་གི་ཡོད་རེད། ཨ། དོན་དམ་དུ་སྟོང་པ་ཉིད་གསུངས། དང་པོ་ནང་རྣམ་རྟོག་དེ་རྟོང་་ དེ་ནས་ སེམསགཉིས་པོ་སྟོང་ཉིད་ལ་ཕབ་ནས། དེ་ནས་མང་པོ་ཡོད་དུས། དང་པོ་ནང་རྣམ་རྟོག་དེ་སྟོང་པ་ཉིད་ཡིན་པ་ཧ་གོ་དགོས་རེད་ཟེར།,དེ་ནས་ད་ལྟ་ཤེས་རབ་ལ་བརྟེན་ནས་རྣམ་རྟོག་དང་ཉོན་མོངས་པ་སྐྱེ་བ་དེ། ཨོ།རང་བཞིན་མེད་པ་ཤེས་ནས། རང་གི་དྲན་ཤེས་ཚུགས་མ་ཤུརས་ན། དེ་ནས་ད་རེའི་རྣམ་རྟོག་དང་ཉོན་མོངས་པ་སྐྱེ་བ་དེ།གང་ཡང་ཡོད་མ་རེད། དང་པོ་གང་ལེན་སྐྱེ། བར་དུ་གང་ག་སྐྱེ་སང་གནས་གསུང་དང་བྲོ། སྟོང་པ་ཉིད་ཆགས་འགྲོ་གི་ཡོད་རེད། ཨ། དོན་དམ་དུ་སྟོང་པ་ཉིད་གསུངས། དང་པོ་ནང་རྣམ་རྟོག་དེ་སྟོང་དེ་ནས་ སེམས་གཉིས་པོ་སྟོང་ཉིད་ལ་ཕབ་ནས། དེ་ནས་མང་པོ་ཡོད་དུས། དང་པོ་ནང་རྣམ་རྟོག་དེ་སྟོང་པ་ཉིད་ཡིན་པ་ཧ་གོ་དགོས་རེད་ཟེར།,དེ་ནས་ད་ལྟ་ཤེས་རབ་ལ་བརྟེན་ནས། རྣམབ་རྟོག་དང་ཉོན་མོངས་པ་སྐྱེ་བ་དེ། ཨོ། རང་གཞིན་མེད་པ་ཤེས་ནས། རང་གི་དྲི་རི་ཚུགས་མ་ཤོག་ན། དེ་ནས་ད་རིང་རྣམ་རྟོག་དང་ཉོན་མོངས་པ་སྐྱེ་བ་དེ། གང་ཡང་ཡོད་མ་རེད། དང་པོ་གམས་ལས་སྐྱེས། བར་དུ་ག་རེ་གའ་སྐྱེས་པ་གནས་གསུམ་དང་འབྲེལ་བ། སྟོང་པ་གཉིས་ཆགས་འགྲོ་གི་ཡོད་རེད། ཨ། དོ་དམ་དེ་སྟོང་པ་གཉིས་ཡགསུངས། དང་པོ་ན་རྣམ་རྟོག་དེཡ་སྟོང་དེ་ནས། སིམས་དངོས་པོ་སྟོང་ཉིད་ལ་འཕབས་ལས་དེ་ནས་མང་པོ་ཡོད་བད། དང་པོའི་ན་རྣམ་རྟོག་དེ་སྟོང་པ་གཉིས་ཡིན་པ་ཧ་གོ་དགོས་རེད་དེར།,དེ་རེས་ད་ལྟ་ཤེས་རབ་ལ་བརྟེན་ནས་རྣམ་རྟོག་དང་ཉོན་མོངས་པ་སྐྱེ་བ་དེ། ཨོ། རང་བཞིན་མེད་པར་ཤེས་ནས། རང་གི་དྲན་ཤེས་ཚུགས་མ་ཤོར་ན། དེ་ནས་ད་རེས་རྣམ་རྟོག་དང་ཉོན་མོངས་པ་སྐྱེ་བ་དེ། གང་ཡང་ཡོད་མ་རེད། དང་པོ་གང་གིས་སྐྱེ། བར་དུ་གང་འགག སྐྱེས་འགག་གནས་ཚུལ་དང་བྲལ་བ། སྟོང་པ་ཉིད་ཆགས་འགྲོ་གི་ཡོད་རེད། ཨ། དོན་དམ་དུ་སྟོང་པ་གཉིད་གསུངས། དང་པོ་ནང་རྣམ་རྟོག་དེ་སྟོང་ལ་དེ་ནས། སེམས་དངོས་པོ་སྟོང་ཉིད་ལས་ཕབ་ལ། དེ་ནས་མང་པོ་ཡོད་རེད། དང་པོ་ནང་རྣམ་རྟོག་དེ་སྟོང་པ་གཉིད་ཡིན་པ་ཧ་གོ་དགོས་རེད་ཟེ།  ,0.10244988864142539,0.12694877505567928,0.08463251670378619,0.08908685968819599,451,"(450.0, 460.0]"
STT_GR_0011_0021_116527_to_117551,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0021_116527_to_117551.wav,དེ་ནས་ང་ཚོ་གནམ་ྟག ,1.024,STT_GR_0011,70-80__long__Q&A,70-80,long,Q&A,./downloads/STT_GR_0011_0021_116527_to_117551.wav,དེ་ནས་ང་སོམ་རྣམ་དང།,དེ་ནས་ངམས་སུམ་རྣམ་དག་,དེ་ནས་ངམས་སུ་མཉམ་བྟང་།,དེ་ནས་ང་ཚོའི་རྣམ་རྟོག་,0.3181818181818182,0.5,0.36363636363636365,0.4090909090909091,22,"(20.0, 30.0]"
STT_GR_0011_0067_448900_to_463100,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0067_448900_to_463100.wav,ན་བོ་ཆམ། དམ་བོ་ཆ་སྐྱེད་རིམ་གོ་ལ་ཅི་གསུངས་སོང་། མི་དེའི་སྐབས་ལ་འདི་ལག་པ་གི་དཔེ་བཞག་ཡོད་རེད་བ་ལགས། དེ་ནས་ཕྱུག་པོ་ལྔ་དཔེ་བཞག་ཡོད་རེད། དེ་ང་ཡག་པོ་མགོ་ཚོགས་མ་སོང་།  ,14.2,STT_GR_0011,70-80__long__Q&A,70-80,long,Q&A,./downloads/STT_GR_0011_0067_448900_to_463100.wav,ཨཉོན་པོ་ཆེམ།ཨ། དིན་པོ་ཤས་ཨ་ྱན་རིམ་ཁོ་ལ་ཞིད་སོང་སམ་། ཉན་དེའི་སྐབས་ལ། ཨ་ཏ་ལག་པ་གྱ་དཔེ་ས་ཡོད་རེད་བ་ལག།དེ་ཉིད་ཆོས་སཁུང་ལ་པེ་ས་ཡོད་རེད། ང་ྱུན་ལ་ཡག་པོ་གོ་སུང་མ་བསམ་ེ་ཨུྃ,ཨ་ཉོན་པོ་ཆེམ། ཨ། ད་མོ་ཤས་ཨ། སྐྱན་རས་གོ་ལ་ཞི་སོང་བསམ་། ནི་དེའི་སྐབས་ལ། ཨ་ཏི་ལག་པར་དི་དཔེ་ས་ཡོད་རེད་བ་ལག། དེ་ནས་ཐུད་སྒོན་ལྔ་དཔེ་ས་ཡོད་རེད།། ད་ལ་ཡག་པོ་གོ་སུང་མ་བསངས་ཨོ,ཨ།ྙན་པ་ཆེ། ད་ི་མི་ཤའི་བསྐྱེད་རིམ་གོ་ལ་ཤེས་སོང་སང་། ངས་དེའི་སྐབས་ལ། ཨ་དེན་ལག་པར་དེ་དཔེ་བཞག་ཡོད་རེད་བ་ལ། དེ་ནས་ཐུས་ཀོན་ང་དཔེ་ཟག་ཡོད་རེད།། ན་ཡག་པོ་སགོ། གསུང་མ་བསངས།སོཧ་ཧ།,རིན་བོ་ཆེ། ཨ། རིན་པོ་ཆེས་བསྐྱེད་རིམ་སྐོར་ལ་གཅིག་གསུངས་སོང་། ངས་དེའི་སྐབས་ལ། ཨེ་འདི་ལག་པ་གི་དཔེ་བཞག་ཡོད་རེད་བ་ལགས། འོ། ངའི་མཛུག་གུ་ལྔ་དཔེ་བཞག་ཡོད་རེད། དེ་ང་ཡག་པོ་མགོ་ཚོས་མ་སོང་།  ,0.20454545454545456,0.3977272727272727,0.4147727272727273,0.4034090909090909,178,"(170.0, 180.0]"
STT_GR_0011_0158_1169600_to_1191500,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0158_1169600_to_1191500.wav,ཨོ་སེམས་བསྐྱེད་ཐམས་ཅད་ཁ་དེར་གཅིག་གི་པོ་དེ། སེམས་བསྐྱེད་ཐམས་ཅད་རྒྱུ་ནས་སངས་རྒྱས་རེད་ཤགོ་དེ་འདྲའ་གཟག་ས་རེད་བསམ་སོང་། དེ་མི་ལ་སེམས་སྐྱེན་ཐམས་ཅད་སངས་རྒྱས་མཐོང་བསྡད་ལ། ད་ལྟག་ཁ་ཤས་ཀིས་ཟ་ན། ཨོཙི་ད་སངས་རྒྱས་བཅོམ་ལྡན་འདྲའ་ནང་བཞིན་མཐོང་དགོས་རེད་དེ། སྣང་བ་ལྷག་དེ་ལ་ཧྥོབ་ཙི་དེ་འནྲས་ལྷག་རང་བཞིན་མཐོང་དགོས་རེད། དེ་འདྲའ་ ཨེཡིན་ཡ་ཟེ་རྒྱུ་རེད་དེ། དེ་འདྲའ།  ,21.9,STT_GR_0011,70-80__long__Q&A,70-80,long,Q&A,./downloads/STT_GR_0011_0158_1169600_to_1191500.wav,ཨོ། སེམས་ཅན་ཐམས་ཅད་ཀྱི་ཁམས་བདེ་གཤེགས་སྙིང་པོ་དེ། སེམས་ཅན་ཐམས་ཅད་གཞི་ནས་སངས་རྒྱས་རེད་ཤག  དེ་ནས་གཟིགས་ཡོད་ས་རེད་བསམ་སོང། དེ་མེད་ནས་སེམས་ཅན་ཐམས་ཅད་སངས་རྒྱས་མཐོང་བསྡད་ན། ད་ལྟ་ཁ་ཤས་ཀྱིས་ཟེར་ན། ཨོ་ད་སངས་རྒྱས་བཅོམ་ལྡན་འདས་ནང་བཞིན་མཐོང་དགོས་རེད་དེར། སྣང་བ་ལྷ་དེ་ལ་རཧོབ་ཏེ་དེ་ནས་ལྷ་ནང་བཞིན་མཐོང་དགོས་རེད། དེ་ནས་ཨེ། ཡིན་ཡ་ཟེར་རྒྱུ་རེད། དེ་རེད་དེ།,ཨོ། སེམས་ཅན་ཐམས་ཅད་ཀྱི་ཁམས་བདེ་གཤེགས་སྙིང་པོ་དེ། སེམས་ཅན་ཐམས་ཅད་གཞི་ནས་སངས་རྒྱས་རེད་ཤག དེ་ནས་གཟིགས་ཡོད་ས་རེད་བསམས་སོང་། དེ་མེད་ན་སེམས་ཅན་ཐམས་ཅད་སངས་རྒྱས་མཐོང་བསྡད་ན། ད་ལྟ་ཁ་ཤས་ཀྱིས་ཟེར་ན། ཨོ་ད་སངས་རྒྱས་བཅོམ་ལྡན་འདས་ནང་བཞིན་མཐོང་དགོས་རེད་དེ། སྣང་བ་ལྷ་དེ་ལ་ཧོབ་ཏེ་དེ་ནས་ལྷ་ནང་བཞིན་མཐོང་དགོས་རེད། དེ་ནས་ཨ།ཡིན་ཡ་ཟེར་རྒྱུ་རེད། དེ་རེད་དེ།,ཨོ་སེམས་ཅན་ཐམས་ཅད་ཁམས་བདེ་གཤེགས་སྙིང་པོ་དེ། སེམས་ཅན་ཐམས་ཅད་གཞི་ནས་སངས་རྒྱས་རེད་ཤག་སྒོ། དེ་འདྲས་གཟིག་ཡ་ས་རེད་བསམ་སོང་། དེ་མ་ལས་སེམས་ཅན་ཐམས་ཅད་སངས་རྒྱས་མཐོང་བསྟད་ན། ད་ལྟ་ཁ་ཤས་ཡ་ས་བསམ་ན། ཨོ་སངས་རྒྱས་བཅོམ་ལྡན་འདས་ནང་བཞིན་མཐོང་དགོས་རེད་དེར། སྣང་བ་ལྷ་དེ་ལ་ཕྲོག་བསུས། དེ་ནས་ལྷ་ནང་བཞིན་མཐོང་དགོས་རེད། དེ་འདྲས་ ཨཡིན་གང་སེ་སབྱུ་རེད་ད། དེ་འདྲས།,ཨོ་སེམས་ཅན་ཐམས་ཅད་ཁམས་བདེར་གཤེགས་སྙིང་པོ་དེ། སེམས་ཅན་ཐམས་ཅད་གཞི་ལས་སངས་རྒྱས་རེད་ཤག་དགོངས། དེ་འདྲའི་གཟིགས་ཡོད་ས་རེད་བསམས་སོང་། དེ་མིན་སེམས་ཅན་ཐམས་ཅད་སངས་རྒྱས་མཐོང་བསྡད་ན། ད་ལྟ་ཁ་ཤས་ཀིས་བསམ་ན། ཨོ་ད་སངས་རྒྱས་བཅོམ་ལྡན་འདས་ནང་བཞིན་མཐོང་དགོས་རེད་དེ། སྣང་བ་ལྷ་དེ་ལ་ཧྲོབ་ཙི་དེ་འདྲའི་ལྷ་ནང་བཞིན་མཐོང་དགོས་རེད། དེ་འདྲའི་ཨེ། ཡིན་ཡ་ཟེར་རྒྱུ་རེད་དེ། དེ་འདྲའི་  ,0.2023121387283237,0.14450867052023122,0.15606936416184972,0.14739884393063585,348,"(340.0, 350.0]"
STT_GR_0011_0140_920112_to_920848,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0011_0140_920112_to_920848.wav,དེ་འདྲས་བྱེད་དགོས་རེད།  ,0.736,STT_GR_0011,70-80__long__Q&A,70-80,long,Q&A,./downloads/STT_GR_0011_0140_920112_to_920848.wav,དེ་འནྲས་བྱེད་དགོས་རེད།,དེ་འདྲས་བྱེད་དགོས་རེད།,དེ་ནས་བྱེད་དགོས་ཀྱི་རེད།,དེ་འདྲའི་བྱེད་དགོས་རེད།  ,0.08695652173913043,0.391304347826087,0.13043478260869565,0.08695652173913043,25,"(20.0, 30.0]"
