file_name,url,inference_transcript,audio_duration,original_id,strata,age_group,duration_category,content_type,path,inference_checkpoint-10000,inference_checkpoint-19000,inference_checkpoint-5000,uni,base_cer,cer_5000,cer_10000,cer_19000,char_len,char_len_bin
STT_GR_0006_0027_180144_to_180848,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0027_180144_to_180848.wav,ཁྱབ་ཁུན་ཡོད་རེད།  ,0.704,STT_GR_0006,70-80__medium__Teaching,70-80,medium,Teaching,./downloads/STT_GR_0006_0027_180144_to_180848.wav,ཁྱབ་ཀྱི་ཡོད་རེད།,ཁྱབ་ཀྱི་ཡོད་རེད།,ཁྱབ་ཀྱི་ཡོད་རེད།,ཁྱབ་ཀི་ཡོད་རེད།  ,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,17,"(10.0, 20.0]"
STT_GR_0006_0067_303736_to_306328,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0067_303736_to_306328.wav,ལོ་ྒྱུས་རྫོ་གུ་ཞིང་ཁམས་ཐམས་ཅད་ལས་ཕྱུག་པ་བསམ་གྱི་མི་ཞགས་པ།  ,2.592,STT_GR_0006,70-80__medium__Teaching,70-80,medium,Teaching,./downloads/STT_GR_0006_0067_303736_to_306328.wav,ལོངས་སྤྱོད་རྫོགས་སྐུའི་ཞིང་ཁམས་ཐམས་ཅད་ལས་མཆོད་པ་གསར་དུ་བཙུགས་ནས་བཞག་པ།,ལོངས་སྤྱོད་རྫོགས་སྐུའི་ཞིང་ཁམས་ཐམས་ཅད་ལས་མཆོད་པ་གསར་དུ་བཙུགས་ནས་བཞག་པ།,ལོངས་སྤྱོད་རྫུགས་ཀའི་ཞིང་ཁམས་ཐམས་ཅད་ལ་མཆོད་པ་བསམ་གཉིས་ལུ་བཞབ་པ།,ལོངས་སྤྱོད་རྫོགས་པའི་ཞིང་ཁམས་ཐམས་ཅད་འཇུག་པ་བསམ་གྱིས་མི་ཁྱབ་པ།  ,0.32786885245901637,0.21311475409836064,0.39344262295081966,0.39344262295081966,63,"(60.0, 70.0]"
STT_GR_0006_0026_179216_to_180112,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0026_179216_to_180112.wav,ཚོབ་རྒྱུ་ཞིང་ཁམས་ཐམས་ཅད།  ,0.896,STT_GR_0006,70-80__medium__Teaching,70-80,medium,Teaching,./downloads/STT_GR_0006_0026_179216_to_180112.wav,ཕྱོགས་བཅུའི་ཞིང་ཁམས་ཐམས་ཅད།,ཕྱོགས་བཅུའི་ཞིང་ཁམས་ཐམས་ཅད།,ྱོགས་བཅི་ཞིང་ཁམས་ཐམས་ཅད།,ཕྱོགས་བཅུའི་ཞིང་ཁམས་ཐམས་ཅད་,0.37037037037037035,0.14814814814814814,0.037037037037037035,0.037037037037037035,27,"(20.0, 30.0]"
STT_GR_0006_0053_236300_to_239600,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0053_236300_to_239600.wav,ཤབ་ྟག་དེ་ལ་ད་ནི་ད་སྒྲ་གཉིན་རྣམ་པ་སྣ་ཚོགས།  ,3.3,STT_GR_0006,70-80__medium__Teaching,70-80,medium,Teaching,./downloads/STT_GR_0006_0053_236300_to_239600.wav,ཤཾསྟ་དེ། དེ་ནས་ད་སྒྲ་སྙན། རྣམས་པ་སྣ་ཚོགས།,ཤཾསྟ་དེ། དེ་ནས་ད་སྒྲ་སྙན། རྣམས་པ་སྣ་ཚོགས།,ཤཾསྟ་དེ། དེ་ནས་ད་སྒྲ་སྙན། རྣམས་པ་སྣ་ཚོགས།,ཤཔྟ་དེ་ལ་དེ་ནས་ད་སྒྲ་བརྙན་རྣམ་པ་སྣ་ཚོགས།  ,0.2,0.25,0.25,0.25,42,"(40.0, 50.0]"
STT_GR_0006_0083_414200_to_417000,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0083_414200_to_417000.wav,དེ་རིང་ཚོགས་ཀྱི་ཞེང་། ཡར།  ,2.8,STT_GR_0006,70-80__medium__Teaching,70-80,medium,Teaching,./downloads/STT_GR_0006_0083_414200_to_417000.wav,དེ་ནས་ཚོགས་ཀྱི་ཞིང་། ཡ།,དེ་ནས་ཚོགས་ཀྱི་ཞིང་། ཡ།,དེ་ནས་ཚོགས་ཀྱི་ཞིང་། ཡ།,དེ་རིང་ཚོགས་ཀྱི་ཞིང་ཡར་  ,0.17391304347826086,0.30434782608695654,0.30434782608695654,0.30434782608695654,25,"(20.0, 30.0]"
STT_GR_0006_0046_225664_to_226528,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0046_225664_to_226528.wav,སྒྲ་ཆེན་པོའི་གཟུགས་པ།  ,0.864,STT_GR_0006,70-80__medium__Teaching,70-80,medium,Teaching,./downloads/STT_GR_0006_0046_225664_to_226528.wav,གྲི་ཞིམ་པོས་ཟོག་པ།,དྲི་ཞིམ་པོས་སོག་པ།,དྲི་ཞིམ་པོའི་ཟོགས་པ།,དྲི་ཆེན་པོའི་བྱུགས་པ།  ,0.23809523809523808,0.2857142857142857,0.47619047619047616,0.42857142857142855,23,"(20.0, 30.0]"
STT_GR_0006_0062_292824_to_294072,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0062_292824_to_294072.wav,རྒྱ་ཞེན་པོ་གཏོང་དགོས་རེད། དེ་ནས།  ,1.248,STT_GR_0006,70-80__medium__Teaching,70-80,medium,Teaching,./downloads/STT_GR_0006_0062_292824_to_294072.wav,ྱ་ཞི་པོ་གཏོང་དགོས་རེད་དེ་ནས།,ྱ་ཤེན་པོ་གཏོང་དགོས་རེད། དེ་ནས།,ྒྱ་ཆེན་པོ་སྟོང་གི་རེད། དེ་ནས།,ཇ་ཞིམ་པོ་བཏུང་དགོས་རེད་དེ་ནས།,0.3103448275862069,0.4482758620689655,0.13793103448275862,0.27586206896551724,29,"(20.0, 30.0]"
STT_GR_0006_0065_298840_to_300728,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0065_298840_to_300728.wav,ལོག་རགོས་གཞིམ་ཁམས་ནབ་མཁའ་ཁམས་ལ་དེ་ནས།  ,1.888,STT_GR_0006,70-80__medium__Teaching,70-80,medium,Teaching,./downloads/STT_GR_0006_0065_298840_to_300728.wav,ལོངས་སྐུ་ཞིང་ཁམས་ནམ་མཁའི་ཁམས་ལ་དེ་ནས།,ལོངས་སྐུའི་ཞིང་ཁམས་ནམ་མཁའ་ཁམས་ལ་དེ་ནས།,ལོངས་དཔུས་གཞིང་ཁམས་ནམ་མཁའ་ཁམས་ལ་དེ་ནས།,ལོངས་སྐུའི་ཞིང་ཁམས་ནམ་མཁའ་ཁམས་ལ་དེ་ནས།,0.2631578947368421,0.13157894736842105,0.07894736842105263,0.0,38,"(30.0, 40.0]"
STT_GR_0006_0003_47200_to_67400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0003_47200_to_67400.wav,འགྱུང་བ་ཆེན་པོ་ལྔགས་དེ་དེ་དྲས་ཡིབ་ཆིན་ལྔགས་ཀི་རང་བཞིན། རང་གི་སྒྲབ་དེ་ལེས། དེ་ནས་སྣུབ་རྒྱུད་ཐམས་ཅད་ྒྲབ་ཡོང་གི་ཡོད་རེད། སྣུབ་རྒཅུད་རྩི་ཆན་སྐྱེན་གཡུ་ཐམས་ཅད་དེ་ཐམས་ཅད། གྱི་ལས་བདག་པོ་རང་བཞིན་ཡིན་ན་དེ་དྲས། དེ་ཐམས་ཅད་ཀི་ ནབ་མཁའ་ཁམས་ཀུ་ཏུ་ཙང་པོའ་ྱུ་སྒྲིན་དེ་ལྲ། དཔེ་ནང་ངི་སུ། རྐྱེན་རིན་པོ་ཆེ་ནས་ས་རྒྱ་ཨ་ྲིའ་དཔེ་སྐོར་གྱི་ན། སོན་མོ་སྱོ་དེ་རི་ལྔག་ཡབ་ཡོན་སྐྱོན་ཡོད་ན།  ,20.2,STT_GR_0006,70-80__medium__Teaching,70-80,medium,Teaching,./downloads/STT_GR_0006_0003_47200_to_67400.wav,འབྲུང་བ་ཆེན་པོ་ལྔ་དེ་དེ་ནས་གཡི་ཆེན་ལཀའི་རང་བཞིན། རང་བཞིན་གྲུབ་དེ་རས། དེ་ནས་སྣོད་བཅུད་ཐམས་ཅད་གྲུབ་ཡོང་གི་ཡོད་རེད། སྣོད་བཅུད་ རྩི་ཤིང་རྐྱེན་དངོས་ཐམས་ཅད། དེ་ཐམས་ཅད། ཨགཞི་ནས་དག་པའི་རང་བཞིན་ལ་དེ། དེ་ཐམས་ཅད་ཀྱིས་ནམ་མཁའི་ཁམས་ཀུན་ཏུ་བཟང་པོའི་མཆོད་སྤྲིན་་ན། དཔེར་ན་ང་ཚོས་བསྐྱེད་རིམ་ཞེས་ན་ཕྱག་རྒྱ་འདྲས་དཔི་སྐུར་བྱས་ན། སོ་པོ་བཅུ་དང་རིགས་ལྔཡམ་བཅུན།,འགྲོང་བ་ཆེན་པོ་ལྔ་དེ་དེ་ནས་ཡུ་མཆན་ལཀའི་རང་བཞིན། རང་བཞིན་གྲུབ་བསྡད་རེས། དེ་ནས་སྣོད་བཅུད་ཐམས་ཅད་གྲུབ་ཡོང་གི་ཡོད་རེད། སྣོད་བཅུད་རྩི་ཤིང་སྐྱེ་དངོས་ཐམས་ཅད།་དེ་ཐམས་ཅད། ཨ་གཞི་ནས་དག་པའ་རང་བཞིན་ལ་ད། དེ་ཐམས་ཅད་ཀས་ནམ་མཁའི་ཁམས་ཀུན་ཏུ་བཟང་པོའི་མཆོད་སྤྲིན་བསྡེ་ན། དཔེར་ན་ང་ཚོས་བསྐྱེད་རིམ་བཤེས་ན།་ཕྱག་རྒྱ་ཨ་འདརེད་པར་སྐོར་བྱས་ན། ཚོབ་དཔོན་བཅུ་དང་རིག་ལྔ་ཡབ་ཡུམ་བཅུ་ཡིན་ན།,འགྲོ་བ་ཆེན་པོ་ལྔ་དེ། དེ་ནས་ཞུ་མཁཆན་ངའི་རང་བཞིན། རང་བཞིན་གྲིབ་དེ་ལད། ད་ནས་སྔོནས་རྒྱུད་ཐམས་ཅད་གྲུབ་ཡོན་གྱི་ཡོད་རེད། ྣོ་རྒྱུད་རྩི་གཤིང་སྐྱེས་གོན་ཐམས་ཅད། དེ་ཐམས་ཅད་གཞི་ནས་དག་པ་རང་བཞིན་དེ་ནས། དེ་ཐམས་ཅད་ཀྱི་ནམ་མཁའི་ཁམས་ཀུན་ཏུ་བཟང་པོའི་མཆོད་སྤྲན་ཟེར་ན། དཔེར་ན་ང་ཚོས་སྐྱེད་རིམ་ཤེས་ན་ཕྱག་རྒྱ་འདྲས་དཔེ་སྐོར་བྱས་ན། ཚོང་དཔོན་བཅུ་འདེ་རིགས་ང་ཡལ་ནས་བཅུ་ཡོིན་ན།,འབྱུང་བ་ཆེན་པོ་ལྔ་དེ། དེ་ནས་ཡུམ་ཆེན་ལྔ་གི་རང་བཞིན། རང་བཞིན་གྲུབ་བསྡད་རེད། དེའི་ནང་གནོད་བཅུད་ཐམས་གྲུབ་ཡོང་གི་ཡོད་རེད། གནོད་བཅུད་རྩི་ཤིང་སྐྱེས་བུ་ཐམས་ཅད་དེ་ཐམས་ཅད། གཞི་ལས་དག་པ་རབ་འབྱམས་ཉིད་ལས། དེ་ནས་དེ་ཐམས་ཅད་ཀི་ནམ་མཁའི་ཁམས་ཀུན་ཏུ་བཟང་པོའི་མཆོད་སྤྲིན་དེ་ལས། དཔེར་ན། ངེད་ཚོའི་བསྐྱེད་རིམ་བྱེད་ན་ཕྱག་རྒྱ་ཨེ་འདྲའི་དཔེ་བསྐོར་གྱི་ཡིན་ན། སོར་མོ་བཅུ་དེ་རིགས་ལྔ་ཡབ་ཡུམ་བཅུ་ཡིན་ན།,0.358695652173913,0.28532608695652173,0.25815217391304346,0.22554347826086957,368,"(360.0, 370.0]"
STT_GR_0006_0082_407100_to_411400,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_GR_0006_0082_407100_to_411400.wav,དེ་ལྟ་བུ་དེ་རིང་གཟིགས་པག་རྒྱ་མཐུན་ལ་ྨྱོང་བ་རྒྱུ་མཐུན་སོང་།  ,4.3,STT_GR_0006,70-80__medium__Teaching,70-80,medium,Teaching,./downloads/STT_GR_0006_0082_407100_to_411400.wav,དེ་ལྟ་བུ་དེ་ནས་བྱས་པ་རྒྱུ་མཐུན་དང་མྱོང་བ་རྒྱུ་མཐུན་གསུངས།,དེ་ལྟ་བུ་དེ་ནས་བྱས་པ་རྒྱུ་མཐུན་དང་མྱོང་བ་རྒྱུ་མཐུན་གསུངས།,དེ་ལྟ་བུ་དེ་ནས་བྱས་པ་རྒྱུ་མཐུན་དང་མྱོང་བ་རྒྱུ་མཐུན་གསུངས།,དེ་ལྟ་བུ་དེ་ནས་བྱེད་པ་རྒྱུ་མཐུན་ལ་མྱོང་བ་རྒྱུ་མཐུན་གསུངས།,0.24561403508771928,0.07017543859649122,0.07017543859649122,0.07017543859649122,57,"(50.0, 60.0]"
